"pathway_id","pathway_name","n_genes","calib_mode","acat_p","fisher_p","tfisher_p_analytic","tau_hat","tfisher_stat_hat","minp_p_analytic","stouffer_p_analytic","magma_pvalue","omni_p_analytic","omni_p_analytic_BH","omni_p_global","omni_p_global_BH","omni_p_mvn","omni_p_mvn_BH","acat_p_mvn_cal","fisher_p_mvn_cal","tfisher_p_mvn_cal","minp_p_mvn_cal","stouffer_p_mvn_cal","omni_p_mvn_compcal","omni_p_final","omni_p_final_BH","omni_p_final_q_storey","omni_p_final_q_bky10","omni_p_final_q_ihw10","genes_used","gene_pvals_used","dominant_component","agreement_score","agreement_k","agreement_m","calibration_impact"
"PWY0-1319","CDP-diacylglycerol biosynthesis II",21,"mvn",0.0104498508678532,0.00131492071190604,7.06782613013601e-06,0.1,23.7198024980157,0.0123435281470674,0.00831821701735399,NA,3.50770010138501e-05,0.000199744033551091,NA,NA,5.99988000239995e-05,0.000336979561778627,NA,NA,NA,NA,NA,NA,5.99988000239995e-05,0.000336979561778627,0.000162312920044109,0.000486484578624075,0.000336979561778627,"SORBI_3003G142500;SORBI_3003G229700;SORBI_3003G360700;SORBI_3003G114200;SORBI_3009G157000;SORBI_3009G162000;SORBI_3009G202600;SORBI_3005G214400;SORBI_3008G130800;SORBI_3001G099300;SORBI_3001G250200;SORBI_3001G283700;SORBI_3001G026100;SORBI_3001G493300;SORBI_3006G041266;SORBI_3002G325300;SORBI_3003G073800;SORBI_3003G301900;SORBI_3005G149300;SORBI_3004G025400;SORBI_3002G167100","1.859e-01;7.537e-01;6.826e-01;1.673e-02;1.410e-01;1.123e-02;5.913e-04;5.347e-01;6.363e-03;3.526e-01;4.825e-01;3.398e-01;2.369e-01;3.318e-01;5.700e-01;6.841e-01;3.666e-01;1.949e-01;3.569e-01;9.078e-01;2.504e-01","tfisher_p_analytic",1,5,5,"Remains_significant"
"PWY-6554","1D-<i>myo</i>-inositol hexakisphosphate biosynthesis V (from Ins(1,3,4)P3)",8,"mvn",0.0408422289571971,0.00187655509092879,9.54909721850861e-06,0.2,17.7104489475149,0.0879160509882874,0.0324573076026095,NA,4.74739293218063e-05,0.000263031230026224,NA,NA,9.99980000399992e-05,0.00055404297319459,NA,NA,NA,NA,NA,NA,9.99980000399992e-05,0.00055404297319459,0.000266865837009459,0.000799850771161204,0.00055404297319459,"SORBI_3004G160800;SORBI_3004G141100;SORBI_3001G106900;SORBI_3001G278700;SORBI_3001G286100;SORBI_3001G447200;SORBI_3002G266300;SORBI_3006G251500","6.449e-02;1.442e-01;2.405e-02;1.144e-02;2.263e-01;8.350e-01;9.028e-01;1.785e-02","tfisher_p_analytic",0.8,4,5,"Remains_significant"
"TYRFUMCAT-PWY","L-tyrosine degradation I",8,"mvn",0.0338907549390793,0.000692160767806913,1.58074167873057e-05,0.2,17.3247558508566,0.0755657969882772,0.00482471523951662,NA,7.69753936186723e-05,0.000420798818448742,NA,NA,0.000139997200055999,0.000765318026972794,NA,NA,NA,NA,NA,NA,0.000139997200055999,0.000765318026972794,0.000368630676189066,0.00110486053189734,0.000765318026972794,"SORBI_3003G045600;SORBI_3005G200300;SORBI_3004G080100;SORBI_3004G182800;SORBI_3010G001600;SORBI_3004G053700;SORBI_3002G104200;SORBI_3002G105600","4.601e-02;2.844e-01;5.010e-01;1.394e-01;7.527e-02;9.774e-03;1.173e-02;2.195e-01","tfisher_p_analytic",0.8,4,5,"Remains_significant"
"PWY-7634","vernolate biosynthesis II",12,"mvn",0.00348385591466253,0.043341727709654,3.73338735426554e-05,0.001,2.46501892493625,0.00349311497164307,0.172662349802534,NA,0.000182569943874111,0.000947514900259268,NA,NA,0.000199996000079998,0.00107892578990525,NA,NA,NA,NA,NA,NA,0.000199996000079998,0.00107892578990525,0.000519686103649999,0.00155760413331392,0.00107892578990525,"SORBI_3010G231600;SORBI_3010G197700;SORBI_3003G076800;SORBI_3003G413800;SORBI_3003G076700;SORBI_3004G006100;SORBI_3001G195200;SORBI_3001G270200;SORBI_3001G195100;SORBI_3001G195500;SORBI_3006G066400;SORBI_3002G348900","7.538e-01;1.383e-01;8.339e-01;4.508e-02;3.477e-01;7.331e-01;6.325e-01;1.206e-01;6.273e-01;8.506e-01;2.916e-04;7.632e-01","tfisher_p_analytic",0.8,4,5,"Remains_significant"
"PWY-6014","vernolate biosynthesis I",12,"mvn",0.00348385591466253,0.043341727709654,3.73338736100459e-05,0.001,2.46501892493625,0.00349311497164307,0.172662349802534,NA,0.000182569944196298,0.000947514900259268,NA,NA,0.000239995200095998,0.00126151323127384,NA,NA,NA,NA,NA,NA,0.000239995200095998,0.00126151323127384,0.00060763298272923,0.00182119867895166,0.00126151323127384,"SORBI_3010G231600;SORBI_3010G197700;SORBI_3003G076800;SORBI_3003G413800;SORBI_3003G076700;SORBI_3004G006100;SORBI_3001G195200;SORBI_3001G270200;SORBI_3001G195100;SORBI_3001G195500;SORBI_3006G066400;SORBI_3002G348900","7.538e-01;1.383e-01;8.339e-01;4.508e-02;3.477e-01;7.331e-01;6.325e-01;1.206e-01;6.273e-01;8.506e-01;2.916e-04;7.632e-01","tfisher_p_analytic",0.8,4,5,"Remains_significant"
"PWY-6351","D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis",31,"mvn",0.00151372924310696,0.0203537621320278,3.79758203038483e-05,0.001,6.03133941987301,0.00151828647158316,0.0837099564422182,NA,0.000180423810020647,0.000947514900259268,NA,NA,0.000239995200095998,0.00126151323127384,NA,NA,NA,NA,NA,NA,0.000239995200095998,0.00126151323127384,0.00060763298272923,0.00182119867895166,0.00126151323127384,"SORBI_3009G027800;SORBI_3005G018900;SORBI_3005G002000;SORBI_3008G090600;SORBI_3008G002000;SORBI_3001G408001;SORBI_3002G430500;SORBI_3010G223300;SORBI_3006G060000;SORBI_3010G145900;SORBI_3010G118200;SORBI_3003G127200;SORBI_3009G253700;SORBI_3005G104500;SORBI_3004G130300;SORBI_3001G118000;SORBI_3006G258500;SORBI_3002G235900;SORBI_3010G279800;SORBI_3005G031700;SORBI_3008G011901;SORBI_3007G154701;SORBI_3001G121900;SORBI_3001G429500;SORBI_3001G203400;SORBI_3001G294100;SORBI_3001G367301;SORBI_3001G124100;SORBI_3002G403100;SORBI_3002G223600;SORBI_3002G292800","3.690e-01;9.672e-01;1.115e-01;6.388e-02;7.538e-01;7.633e-01;2.649e-02;9.505e-02;3.748e-01;8.118e-01;2.792e-02;7.013e-01;4.901e-05;5.215e-01;2.811e-01;3.799e-01;1.971e-01;7.350e-01;4.240e-01;7.456e-01;7.226e-01;6.179e-01;2.038e-01;3.292e-01;4.122e-01;5.608e-01;4.899e-01;8.179e-01;2.037e-01;5.543e-01;1.609e-01","tfisher_p_analytic",0.8,4,5,"Remains_significant"
"GALACTMETAB-PWY","UDP-galactose biosynthesis (salvage pathway from galactose using UDP-glucose)",9,"mvn",0.0360167976325813,0.000953836044648752,3.89498441110137e-05,0.2,17.8258470942742,0.0874788337402978,0.00439537115736988,NA,0.000185262531468167,0.000949470473774354,NA,NA,0.000359992800143997,0.00179996400071999,NA,NA,NA,NA,NA,NA,0.000359992800143997,0.00179996400071999,0.000866988524138047,0.0025985395785042,0.00179996400071999,"SORBI_3009G168600;SORBI_3004G013500;SORBI_3002G291200;SORBI_3010G251200;SORBI_3007G114500;SORBI_3001G372500;SORBI_3002G170100;SORBI_3002G271200;SORBI_3001G026000","1.012e-02;4.004e-01;2.850e-01;1.485e-02;1.098e-01;5.658e-01;1.610e-01;1.623e-02;2.167e-01","tfisher_p_analytic",0.8,4,5,"Remains_significant"
"PWY-5142","acyl-[acyl-carrier protein] thioesterase pathway",9,"mvn",0.0365473292498875,0.002514629180827,5.02693436768009e-05,0.2,17.6341527303029,0.081148969800451,0.00145978392791285,NA,0.000237927186522713,0.00117530296957003,NA,NA,0.000359992800143997,0.00179996400071999,NA,NA,NA,NA,NA,NA,0.000359992800143997,0.00179996400071999,0.000866988524138047,0.0025985395785042,0.00179996400071999,"SORBI_3003G337500;SORBI_3008G029200;SORBI_3004G293800;SORBI_3004G294000;SORBI_3004G293900;SORBI_3006G259300;SORBI_3006G171900;SORBI_3002G256800;SORBI_3002G256900","5.324e-01;3.712e-01;9.359e-03;2.026e-02;1.344e-02;6.022e-01;4.161e-01;9.306e-02;2.366e-01","tfisher_p_analytic",0.8,4,5,"Remains_significant"
"PWY-6352","3-phosphoinositide biosynthesis",42,"mvn",0.00202266101595574,0.00618472396689555,4.76627427273835e-05,0.05,23.6447482468701,0.00205647899298057,0.0208901812932784,NA,0.000225521109963767,0.00112763541302074,NA,NA,0.000359992800143997,0.00179996400071999,NA,NA,NA,NA,NA,NA,0.000359992800143997,0.00179996400071999,0.000866988524138047,0.0025985395785042,0.00179996400071999,"SORBI_3010G072400;SORBI_3004G321100;SORBI_3007G008900;SORBI_3001G162700;SORBI_3001G481900;SORBI_3010G107000;SORBI_3010G279300;SORBI_3003G373500;SORBI_3007G133000;SORBI_3007G146400;SORBI_3007G004500;SORBI_3001G345100;SORBI_3006G280400;SORBI_3002G196600;SORBI_3009G179600;SORBI_3005G137500;SORBI_3008G018500;SORBI_3007G088100;SORBI_3010G279800;SORBI_3005G031700;SORBI_3008G011901;SORBI_3007G154701;SORBI_3001G121900;SORBI_3001G429500;SORBI_3001G203400;SORBI_3001G294100;SORBI_3001G367301;SORBI_3001G124100;SORBI_3002G403100;SORBI_3002G223600;SORBI_3002G292800;SORBI_3010G223300;SORBI_3006G060000;SORBI_3010G145900;SORBI_3010G118200;SORBI_3003G127200;SORBI_3009G253700;SORBI_3005G104500;SORBI_3004G130300;SORBI_3001G118000;SORBI_3006G258500;SORBI_3002G235900","3.753e-02;6.394e-01;2.480e-01;7.133e-01;1.213e-01;6.049e-01;3.923e-01;4.129e-01;5.368e-03;8.580e-01;1.340e-02;5.486e-01;7.956e-01;4.978e-01;3.406e-01;4.134e-01;8.715e-01;3.104e-02;4.240e-01;7.456e-01;7.226e-01;6.179e-01;2.038e-01;3.292e-01;4.122e-01;5.608e-01;4.899e-01;8.179e-01;2.037e-01;5.543e-01;1.609e-01;9.505e-02;3.748e-01;8.118e-01;2.792e-02;7.013e-01;4.901e-05;5.215e-01;2.811e-01;3.799e-01;1.971e-01;7.350e-01","tfisher_p_analytic",1,5,5,"Remains_significant"
"PWY-6710","poly-hydroxy fatty acids biosynthesis",12,"mvn",0.00348385591466253,0.043341727709654,3.73338735425444e-05,0.001,2.46501892493625,0.00349311497164307,0.172662349802534,NA,0.000182569943873501,0.000947514900259268,NA,NA,0.000359992800143997,0.00179996400071999,NA,NA,NA,NA,NA,NA,0.000359992800143997,0.00179996400071999,0.000866988524138047,0.0025985395785042,0.00179996400071999,"SORBI_3010G231600;SORBI_3010G197700;SORBI_3003G076800;SORBI_3003G413800;SORBI_3003G076700;SORBI_3004G006100;SORBI_3001G195200;SORBI_3001G270200;SORBI_3001G195100;SORBI_3001G195500;SORBI_3006G066400;SORBI_3002G348900","7.538e-01;1.383e-01;8.339e-01;4.508e-02;3.477e-01;7.331e-01;6.325e-01;1.206e-01;6.273e-01;8.506e-01;2.916e-04;7.632e-01","tfisher_p_analytic",0.8,4,5,"Remains_significant"
"PWY-5989","stearate biosynthesis II (bacteria and plants)",38,"mvn",0.0555787012332521,0.00100965493391009,9.62807871995874e-05,0.2,42.7819897802912,0.145065801357787,0.00253157954032887,NA,0.000423874310998218,0.0020689103274913,NA,NA,0.000719985600287994,0.0035565553749166,NA,NA,NA,NA,NA,NA,0.000719985600287994,0.0035565553749166,0.00171308575853783,0.00513446374547819,0.0035565553749166,"SORBI_3006G272600;SORBI_3006G247200;SORBI_3006G247300;SORBI_3006G079500;SORBI_3008G051300;SORBI_3008G010800;SORBI_3005G054900;SORBI_3005G020300;SORBI_3005G033100;SORBI_3005G156100;SORBI_3009G031400;SORBI_3003G242000;SORBI_3003G303900;SORBI_3003G004900;SORBI_3003G258200;SORBI_3010G045500;SORBI_3010G045400;SORBI_3010G214900;SORBI_3002G256900;SORBI_3002G256800;SORBI_3006G171900;SORBI_3006G259300;SORBI_3004G293900;SORBI_3004G294000;SORBI_3004G293800;SORBI_3008G029200;SORBI_3003G337500;SORBI_3002G151000;SORBI_3007G225200;SORBI_3007G225300;SORBI_3007G112100;SORBI_3007G079600;SORBI_3009G150900;SORBI_3006G043700;SORBI_3007G209800;SORBI_3004G152800;SORBI_3004G178100;SORBI_3008G087300","6.886e-01;2.529e-01;5.844e-01;6.776e-02;8.521e-02;2.995e-01;2.082e-01;8.574e-02;3.864e-01;5.009e-01;8.271e-03;3.426e-02;5.541e-01;3.898e-01;8.515e-01;7.581e-01;3.346e-01;5.036e-01;2.366e-01;9.306e-02;4.161e-01;6.022e-01;1.344e-02;2.026e-02;9.359e-03;3.712e-01;5.324e-01;6.136e-01;3.102e-01;4.996e-01;9.184e-01;2.666e-01;5.724e-01;7.672e-02;6.341e-01;4.859e-01;4.116e-03;6.624e-01","tfisher_p_analytic",0.6,3,5,"Remains_significant"
"CALVIN-PWY","Calvin-Benson-Bassham cycle",38,"mvn",0.0174093822731532,0.0191659981706955,0.000203444965762634,0.1,28.3581657248751,0.0238330914994573,0.180840279498968,NA,0.00098587302122255,0.0047553875141323,NA,NA,0.00121997560048799,0.00595464281190567,NA,NA,NA,NA,NA,NA,0.00121997560048799,0.00595464281190567,0.00286817235300166,0.00859649138338494,0.00595464281190567,"SORBI_3003G182400;SORBI_3005G033000;SORBI_3008G135701;SORBI_3001G069000;SORBI_3002G051100;SORBI_3004G272100;SORBI_3006G200800;SORBI_3001G491000;SORBI_3002G257300;SORBI_3003G359100;SORBI_3010G024000;SORBI_3010G023700;SORBI_3009G062800;SORBI_3007G078400;SORBI_3006G034300;SORBI_3010G219700;SORBI_3003G367500;SORBI_3009G152700;SORBI_3001G425400;SORBI_3010G188300;SORBI_3003G096000;SORBI_3003G393900;SORBI_3005G056400;SORBI_3008G053200;SORBI_3004G146000;SORBI_3003G072300;SORBI_3003G352300;SORBI_3002G277100;SORBI_3001G519800;SORBI_3006G105900;SORBI_3010G221800;SORBI_3009G183700;SORBI_3004G055200;SORBI_3001G236800;SORBI_3003G172800;SORBI_3005G042000;SORBI_3005G194400;SORBI_3007G080150","8.034e-01;7.111e-01;2.957e-01;2.194e-01;6.346e-04;2.466e-02;5.223e-01;9.126e-01;4.039e-01;3.593e-01;6.726e-01;6.885e-01;9.248e-02;4.543e-01;2.295e-03;6.492e-01;6.747e-02;3.036e-01;5.739e-01;5.370e-01;6.602e-01;5.923e-01;9.084e-01;1.885e-01;4.005e-01;5.533e-02;8.386e-01;5.519e-01;7.980e-01;8.454e-01;6.879e-01;6.136e-02;6.047e-01;9.135e-03;7.643e-01;1.757e-01;6.022e-01;4.786e-01","tfisher_p_analytic",0.8,4,5,"Remains_significant"
"THIOREDOX-PWY","thioredoxin pathway",20,"mvn",0.0211692924831694,0.00902719804764823,0.000259647816891695,0.1,18.9572111164495,0.0270540976273641,0.0677818009363341,NA,0.00123131212385091,0.00587020896254505,NA,NA,0.00177996440071199,0.0085857106387284,NA,NA,NA,NA,NA,NA,0.00177996440071199,0.0085857106387284,0.00413547859422188,0.0123948639502769,0.0085857106387284,"SORBI_3010G135000;SORBI_3010G216200;SORBI_3003G418500;SORBI_3003G163700;SORBI_3003G163500;SORBI_3009G073000;SORBI_3005G154000;SORBI_3008G117800;SORBI_3004G300900;SORBI_3004G156900;SORBI_3004G262300;SORBI_3004G216600;SORBI_3007G162300;SORBI_3001G197600;SORBI_3001G010900;SORBI_3006G054600;SORBI_3006G141700;SORBI_3002G039100;SORBI_3002G401800;SORBI_3002G035000","7.934e-01;5.957e-01;8.107e-01;6.262e-01;2.334e-01;5.748e-01;3.435e-01;7.728e-01;2.340e-01;1.588e-01;1.370e-03;3.046e-01;5.144e-02;8.107e-01;1.125e-02;9.640e-03;5.738e-01;5.335e-01;1.897e-01;3.365e-01","tfisher_p_analytic",0.8,4,5,"Remains_significant"
"PWY-5987","sorgoleone biosynthesis",22,"mvn",0.0444285927596164,0.00133630802820258,0.000463158757454618,0.2,27.4469591650367,0.0840710048563722,0.00148877638156716,NA,0.00138385306966965,0.00652160642028226,NA,NA,0.00185996280074399,0.00886726451517481,NA,NA,NA,NA,NA,NA,0.00185996280074399,0.00886726451517481,0.00427109462860255,0.0128013325747242,0.00886726451517481,"SORBI_3005G002800;SORBI_3008G003200;SORBI_3008G002800;SORBI_3009G037300;SORBI_3009G037200;SORBI_3005G135800;SORBI_3005G164300;SORBI_3005G134900;SORBI_3005G134700;SORBI_3005G134400;SORBI_3005G164200;SORBI_3008G036800;SORBI_3004G175800;SORBI_3004G179000;SORBI_3007G170400;SORBI_3002G310400;SORBI_3002G310500;SORBI_3002G063800;SORBI_3005G002700;SORBI_3004G260600;SORBI_3004G260800;SORBI_3002G045000","3.554e-01;2.394e-01;7.340e-01;5.384e-01;4.800e-01;9.078e-01;3.193e-02;7.179e-01;2.709e-01;2.662e-01;2.026e-02;5.122e-01;3.984e-03;8.421e-03;5.244e-01;1.955e-01;2.495e-01;1.479e-01;4.816e-01;7.350e-02;6.088e-02;2.094e-01","tfisher_p_analytic",0.8,4,5,"Remains_significant"
"PWY-2541","phytosterol biosynthesis (plants)",27,"mvn",0.0145249944685645,0.0074633790717679,4.57153188412329e-05,0.1,25.0633680900678,0.0177353526034268,0.0271898894229329,NA,0.000225527082604149,0.00112763541302074,NA,NA,0.00299994000119998,0.0141376482815171,NA,NA,NA,NA,NA,NA,0.00299994000119998,0.0141376482815171,0.00680967997886206,0.020409985195148,0.0141376482815171,"SORBI_3009G178000;SORBI_3007G137300;SORBI_3001G386700;SORBI_3003G083300;SORBI_3002G264300;SORBI_3001G350200;SORBI_3001G343000;SORBI_3001G343832;SORBI_3001G343400;SORBI_3001G343300;SORBI_3001G343601;SORBI_3001G519400;SORBI_3001G343500;SORBI_3001G343100;SORBI_3001G349200;SORBI_3004G261300;SORBI_3005G048700;SORBI_3003G166500;SORBI_3001G513600;SORBI_3003G106800;SORBI_3003G107400;SORBI_3003G106400;SORBI_3003G107600;SORBI_3003G106300;SORBI_3003G106600;SORBI_3009G025700;SORBI_3009G031100","6.625e-04;4.990e-01;2.934e-01;9.056e-01;6.580e-01;5.943e-01;8.080e-01;5.158e-01;2.696e-01;4.126e-01;3.549e-02;3.211e-02;6.425e-01;5.757e-01;4.207e-03;3.310e-01;2.306e-02;4.406e-01;4.771e-01;4.057e-01;7.159e-01;5.455e-01;7.371e-01;6.470e-01;3.106e-01;4.928e-02;2.275e-01","tfisher_p_analytic",1,5,5,"Remains_significant"
"PWY-5971","palmitate biosynthesis II (bacteria and plants)",43,"mvn",0.0620465048440741,0.00150308972559112,0.000576916028230956,0.2,42.7819897802912,0.162516103793323,0.00424964316223869,NA,0.00188288729928954,0.00877254309896262,NA,NA,0.00307993840123198,0.0143497130057399,NA,NA,NA,NA,NA,NA,0.00307993840123198,0.0143497130057399,0.00691182517854499,0.0207161349730752,0.0143497130057399,"SORBI_3001G397400;SORBI_3001G397500;SORBI_3006G272600;SORBI_3006G247200;SORBI_3006G247300;SORBI_3006G079500;SORBI_3008G051300;SORBI_3008G010800;SORBI_3005G054900;SORBI_3005G020300;SORBI_3005G033100;SORBI_3005G156100;SORBI_3009G031400;SORBI_3003G242000;SORBI_3003G303900;SORBI_3003G004900;SORBI_3003G258200;SORBI_3010G045500;SORBI_3010G045400;SORBI_3010G214900;SORBI_3007G079600;SORBI_3009G150900;SORBI_3002G256900;SORBI_3002G256800;SORBI_3006G171900;SORBI_3006G259300;SORBI_3004G293900;SORBI_3004G294000;SORBI_3004G293800;SORBI_3008G029200;SORBI_3003G337500;SORBI_3002G151000;SORBI_3007G225200;SORBI_3007G225300;SORBI_3007G112100;SORBI_3006G043700;SORBI_3007G209800;SORBI_3004G152800;SORBI_3004G178100;SORBI_3008G087300;SORBI_3002G401301;SORBI_3004G080200;SORBI_3010G073500","3.879e-01;3.169e-01;6.886e-01;2.529e-01;5.844e-01;6.776e-02;8.521e-02;2.995e-01;2.082e-01;8.574e-02;3.864e-01;5.009e-01;8.271e-03;3.426e-02;5.541e-01;3.898e-01;8.515e-01;7.581e-01;3.346e-01;5.036e-01;2.666e-01;5.724e-01;2.366e-01;9.306e-02;4.161e-01;6.022e-01;1.344e-02;2.026e-02;9.359e-03;3.712e-01;5.324e-01;6.136e-01;3.102e-01;4.996e-01;9.184e-01;7.672e-02;6.341e-01;4.859e-01;4.116e-03;6.624e-01;3.023e-01;5.986e-01;2.552e-01","tfisher_p_analytic",0.6,3,5,"Remains_significant"
"LIPAS-PWY","triacylglycerol degradation",118,"mvn",0.0781013589511048,0.00662857034809885,0.000471781916060676,0.2,90.3512803481437,0.275225169873849,0.0807169657295684,NA,0.00217595138731397,0.0100240457168396,NA,NA,0.00355992880142397,0.0163996720065599,NA,NA,NA,NA,NA,NA,0.00355992880142397,0.0163996720065599,0.00789922877547999,0.0236755828263716,0.0163996720065599,"SORBI_3003G239200;SORBI_3003G028900;SORBI_3003G274700;SORBI_3003G162400;SORBI_3001G261484;SORBI_3001G111700;SORBI_3001G484000;SORBI_3001G365600;SORBI_3002G194000;SORBI_3002G177200;SORBI_3002G302900;SORBI_3002G139100;SORBI_3001G024200;SORBI_3004G319300;SORBI_3008G125200;SORBI_3005G204900;SORBI_3003G146900;SORBI_3003G390800;SORBI_3010G200900;SORBI_3010G037600;SORBI_3010G106500;SORBI_3010G193400;SORBI_3010G211900;SORBI_3010G081100;SORBI_3010G093300;SORBI_3010G270900;SORBI_3010G270500;SORBI_3010G200000;SORBI_3010G270800;SORBI_3010G189000;SORBI_3010G233700;SORBI_3010G105800;SORBI_3010G218800;SORBI_3010G270700;SORBI_3010G001700;SORBI_3010G038500;SORBI_3010G047800;SORBI_3010G168700;SORBI_3003G432600;SORBI_3003G283400;SORBI_3003G110600;SORBI_3003G341900;SORBI_3003G295100;SORBI_3003G038000;SORBI_3003G176000;SORBI_3003G304200;SORBI_3003G433000;SORBI_3003G205900;SORBI_3009G135100;SORBI_3009G125300;SORBI_3009G048100;SORBI_3009G200100;SORBI_3009G141300;SORBI_3009G168500;SORBI_3005G111400;SORBI_3005G144300;SORBI_3008G133200;SORBI_3008G037500;SORBI_3008G170100;SORBI_3008G077800;SORBI_3004G130500;SORBI_3004G071300;SORBI_3004G215500;SORBI_3004G310000;SORBI_3004G260400;SORBI_3004G297600;SORBI_3004G016600;SORBI_3004G072900;SORBI_3004G072400;SORBI_3004G266700;SORBI_3004G080600;SORBI_3004G344100;SORBI_3004G001200;SORBI_3004G243500;SORBI_3004G248500;SORBI_3004G286800;SORBI_3004G286700;SORBI_3004G146600;SORBI_3007G187000;SORBI_3007G194800;SORBI_3007G014100;SORBI_3007G036900;SORBI_3007G162200;SORBI_3001G135600;SORBI_3001G182200;SORBI_3001G182300;SORBI_3001G041900;SORBI_3001G182500;SORBI_3001G228100;SORBI_3001G269200;SORBI_3001G003600;SORBI_3001G238800;SORBI_3001G484100;SORBI_3001G182600;SORBI_3001G275400;SORBI_3001G117000;SORBI_3001G295700;SORBI_3001G394000;SORBI_3006G178200;SORBI_3006G128100;SORBI_3006G118800;SORBI_3006G187300;SORBI_3006G248100;SORBI_3006G037500;SORBI_3006G140801;SORBI_3006G178300;SORBI_3002G113700;SORBI_3002G372200;SORBI_3002G140700;SORBI_3002G156700;SORBI_3002G409000;SORBI_3002G141100;SORBI_3002G033000;SORBI_3002G033100;SORBI_3002G379800;SORBI_3002G422200;SORBI_3002G280500;SORBI_3002G192700","8.396e-03;9.604e-01;5.343e-01;8.169e-01;2.023e-01;9.100e-01;2.166e-01;8.821e-01;3.387e-01;5.958e-01;6.772e-01;5.133e-01;4.208e-01;5.224e-02;2.678e-01;6.182e-01;3.137e-03;8.200e-01;7.807e-01;1.173e-01;5.994e-01;6.105e-01;6.685e-01;2.393e-01;9.288e-01;8.226e-01;5.704e-01;3.476e-01;7.224e-01;2.189e-01;6.163e-01;8.274e-01;6.280e-01;9.679e-01;7.479e-02;1.384e-01;9.164e-01;3.425e-01;5.959e-01;3.519e-01;8.800e-01;3.820e-03;1.129e-01;8.126e-01;6.690e-01;5.643e-01;6.972e-01;8.513e-01;7.072e-01;7.960e-01;3.232e-01;2.724e-03;6.925e-01;3.467e-02;4.103e-01;5.960e-01;1.864e-01;9.424e-01;4.869e-01;5.576e-01;2.708e-01;8.756e-01;5.860e-01;8.233e-01;4.354e-02;4.669e-01;9.128e-01;3.418e-01;5.619e-01;2.616e-01;1.124e-01;8.214e-01;5.584e-01;6.456e-01;3.553e-01;5.580e-01;6.968e-01;1.354e-01;1.162e-01;7.764e-01;2.159e-02;5.985e-01;5.209e-02;3.918e-02;4.206e-01;5.711e-01;6.429e-03;3.244e-01;2.933e-01;4.761e-02;8.427e-01;3.169e-01;2.295e-01;4.195e-02;2.772e-01;9.198e-02;3.944e-02;2.496e-01;5.223e-01;3.226e-01;1.472e-01;8.025e-01;1.623e-01;2.353e-02;8.193e-01;4.318e-01;4.473e-02;1.423e-02;7.082e-01;4.815e-01;6.495e-01;7.105e-01;3.819e-01;3.385e-01;3.620e-01;8.020e-01;7.777e-01;1.799e-01","tfisher_p_analytic",0.4,2,5,"Remains_significant"
"PWY-6527","stachyose degradation",11,"mvn",0.0429716843967004,0.00124235012651705,0.0105594645839916,0.2,18.0461465812762,0.105854806837664,0.00217269580298922,NA,0.0035916332863748,0.0160723457866196,NA,NA,0.00441991160176796,0.0201351528524985,NA,NA,NA,NA,NA,NA,0.00441991160176796,0.0201351528524985,0.0096984975521171,0.0290683544701563,0.0201351528524985,"SORBI_3009G168600;SORBI_3004G013500;SORBI_3002G291200;SORBI_3010G251200;SORBI_3001G026000;SORBI_3007G219900;SORBI_3007G114500;SORBI_3001G372500;SORBI_3002G170100;SORBI_3002G271200;SORBI_3002G047500","1.012e-02;4.004e-01;2.850e-01;1.485e-02;2.167e-01;1.791e-01;1.098e-01;5.658e-01;1.610e-01;1.623e-02;4.371e-01","fisher_p",0.8,4,5,"Remains_significant"
