"pathway_id","pathway_name","n_genes","gene_names","gene_pvals","magma_pvalue"
"PWY-5921","glutaminyl-tRNA<sup>gln</sup> biosynthesis via transamidation",34,"SORBI_3001G151700;SORBI_3001G265500;SORBI_3001G406800;SORBI_3001G432300;SORBI_3002G005600;SORBI_3002G301500;SORBI_3002G301600;SORBI_3002G301700;SORBI_3002G402700;SORBI_3003G017300;SORBI_3003G193700;SORBI_3003G221200;SORBI_3003G241000;SORBI_3003G258800;SORBI_3004G028500;SORBI_3004G209300;SORBI_3004G265900;SORBI_3005G003200;SORBI_3005G139300;SORBI_3005G143500;SORBI_3005G150250;SORBI_3006G027900;SORBI_3006G028000;SORBI_3006G237100;SORBI_3006G278500;SORBI_3007G104300;SORBI_3007G174600;SORBI_3008G127100;SORBI_3008G139800;SORBI_3009G225700;SORBI_3009G239301;SORBI_3009G239500;SORBI_3010G060800;SORBI_3010G110000","6.9039e-01;7.9107e-01;7.6450e-01;9.0333e-01;2.2890e-01;9.1478e-01;7.7003e-01;7.3749e-01;6.0909e-01;5.6400e-01;4.3081e-02;4.1697e-01;1.1137e-02;3.2362e-01;4.7882e-01;1.4783e-04;5.4553e-01;5.7212e-01;1.3693e-01;2.9113e-01;7.8438e-01;3.1033e-02;2.4477e-03;2.9910e-01;8.3573e-01;7.9050e-01;5.6084e-03;5.1521e-01;1.3319e-01;1.0360e-12;1.9580e-08;3.1260e-09;5.6298e-01;8.0159e-01",0.41534
"PWY-5048","rosmarinic acid biosynthesis I",25,"SORBI_3001G160500;SORBI_3001G187000;SORBI_3001G465600;SORBI_3001G500800;SORBI_3001G518800;SORBI_3002G009600;SORBI_3002G009700;SORBI_3002G126600;SORBI_3003G008900;SORBI_3003G045600;SORBI_3003G337400;SORBI_3004G062500;SORBI_3004G141200;SORBI_3004G220300;SORBI_3004G220400;SORBI_3004G220500;SORBI_3004G220600;SORBI_3004G220700;SORBI_3004G272700;SORBI_3005G200300;SORBI_3006G148800;SORBI_3006G148900;SORBI_3007G089900;SORBI_3007G145600;SORBI_3010G214900","7.6919e-01;6.0571e-01;7.4805e-01;1.0609e-03;1.0567e-01;4.7189e-01;3.5019e-01;3.9879e-01;1.9757e-02;4.6008e-02;5.0434e-01;6.0584e-01;2.0118e-01;8.6353e-01;8.5883e-01;8.9250e-01;7.5753e-01;8.3227e-01;3.8108e-01;2.8438e-01;2.8940e-01;2.4986e-01;8.3036e-03;6.3622e-01;5.0362e-01",0.41809
"PWYQT-1","lysine degradation III",4,"SORBI_3002G058500;SORBI_3003G248700;SORBI_3004G321800;SORBI_3010G009200","2.5359e-01;7.6425e-02;2.0366e-01;1.7440e-01",0.41873
"PWY-5129","sphingolipid biosynthesis (plants)",32,"SORBI_3001G069700;SORBI_3001G194200;SORBI_3001G434900;SORBI_3002G175400;SORBI_3002G339500;SORBI_3002G339666;SORBI_3002G339732;SORBI_3002G383900;SORBI_3003G187800;SORBI_3003G243900;SORBI_3003G286600;SORBI_3003G317400;SORBI_3003G351300;SORBI_3003G357100;SORBI_3003G412700;SORBI_3004G008200;SORBI_3004G008300;SORBI_3004G008800;SORBI_3004G008900;SORBI_3004G237600;SORBI_3004G254200;SORBI_3004G269700;SORBI_3004G337066;SORBI_3005G126701;SORBI_3005G126800;SORBI_3005G151100;SORBI_3006G163800;SORBI_3007G041500;SORBI_3008G129000;SORBI_3008G181400;SORBI_3009G159000;SORBI_3010G092200","3.8477e-01;8.0823e-01;1.7551e-01;6.0222e-02;9.2825e-01;9.4004e-01;8.7190e-01;7.9552e-01;4.9328e-02;7.2168e-01;8.7606e-02;5.9226e-01;4.1181e-01;9.4906e-01;9.5542e-02;6.7737e-02;1.0169e-01;9.1830e-01;7.7666e-01;3.1696e-01;1.6720e-01;9.1359e-02;6.9665e-01;6.9751e-02;1.1920e-01;7.4399e-01;5.4145e-01;2.2254e-01;1.8347e-02;9.7644e-01;3.7014e-01;3.5072e-01",0.42133
"PWY66-423","fructose 2,6-bisphosphate biosynthesis",2,"SORBI_3001G405300;SORBI_3009G056700","4.4664e-02;9.4697e-01",0.42787
"PWY-3742","tetrahydrofolate biosynthesis II",20,"SORBI_3001G201900;SORBI_3001G535500;SORBI_3002G172600;SORBI_3002G220200;SORBI_3002G296500;SORBI_3002G376200;SORBI_3003G003200;SORBI_3003G146800;SORBI_3004G018000;SORBI_3004G122800;SORBI_3005G115500;SORBI_3006G254100;SORBI_3007G172600;SORBI_3008G001400;SORBI_3008G125100;SORBI_3008G137200;SORBI_3008G177850;SORBI_3009G045800;SORBI_3009G088800;SORBI_3010G250200","5.4386e-02;2.5142e-01;3.4865e-01;6.8491e-01;2.4842e-01;5.4133e-01;2.9547e-01;5.3549e-03;8.1093e-01;3.3658e-01;8.0140e-01;6.8999e-01;4.4159e-03;5.2853e-01;1.6877e-02;9.7404e-02;7.6109e-01;2.5325e-01;1.3876e-01;9.4354e-01",0.42975
"HOMOSERSYN-PWY","L-homoserine biosynthesis",6,"SORBI_3001G011700;SORBI_3001G081900;SORBI_3002G111800;SORBI_3002G155100;SORBI_3003G412100;SORBI_3008G019532","9.6616e-04;5.2506e-01;6.9066e-01;5.3531e-01;5.5994e-01;6.8930e-01",0.4342
"PWY-6963","ammonia assimilation cycle I",11,"SORBI_3001G116400;SORBI_3001G231000;SORBI_3001G451500;SORBI_3003G258800;SORBI_3004G209300;SORBI_3004G247000;SORBI_3005G150250;SORBI_3006G249400;SORBI_3007G174600;SORBI_3009G225700;SORBI_3010G060800","7.1323e-01;3.2063e-01;8.2383e-01;3.2362e-01;1.4783e-04;8.1662e-02;7.8438e-01;6.2022e-02;5.6084e-03;1.0360e-12;5.6298e-01",0.43454
"PWY-6443","benzoate biosynthesis I (CoA-dependent, &beta;-oxidative)",104,"SORBI_3001G063000;SORBI_3001G095750;SORBI_3001G201800;SORBI_3001G258500;SORBI_3001G258600;SORBI_3001G271600;SORBI_3001G273200;SORBI_3001G277800;SORBI_3001G431500;SORBI_3001G435000;SORBI_3002G019900;SORBI_3002G041533;SORBI_3002G041800;SORBI_3002G042000;SORBI_3002G042100;SORBI_3002G042200;SORBI_3002G042300;SORBI_3002G164400;SORBI_3002G193400;SORBI_3002G224800;SORBI_3002G227800;SORBI_3002G227900;SORBI_3002G228000;SORBI_3002G228400;SORBI_3002G228500;SORBI_3002G228600;SORBI_3002G370000;SORBI_3002G394700;SORBI_3002G394900;SORBI_3002G395200;SORBI_3002G395300;SORBI_3003G013100;SORBI_3003G016600;SORBI_3003G016800;SORBI_3003G019300;SORBI_3003G019700;SORBI_3003G019800;SORBI_3003G020200;SORBI_3003G020300;SORBI_3003G020400;SORBI_3003G020500;SORBI_3003G037200;SORBI_3003G065300;SORBI_3003G065400;SORBI_3003G065501;SORBI_3003G065600;SORBI_3003G363300;SORBI_3003G392200;SORBI_3004G111100;SORBI_3004G121200;SORBI_3004G133100;SORBI_3004G170600;SORBI_3004G186500;SORBI_3004G266700;SORBI_3005G014400;SORBI_3005G014500;SORBI_3005G072200;SORBI_3005G089000;SORBI_3005G089200;SORBI_3005G097400;SORBI_3005G099800;SORBI_3006G019700;SORBI_3006G020200;SORBI_3006G020300;SORBI_3006G098300;SORBI_3006G098400;SORBI_3006G247400;SORBI_3007G041701;SORBI_3007G156600;SORBI_3007G157100;SORBI_3007G157400;SORBI_3007G157500;SORBI_3007G157550;SORBI_3007G157800;SORBI_3007G157900;SORBI_3007G178900;SORBI_3007G203600;SORBI_3008G048501;SORBI_3008G074800;SORBI_3008G124000;SORBI_3008G127000;SORBI_3008G171100;SORBI_3009G078500;SORBI_3009G078600;SORBI_3009G078700;SORBI_3009G078900;SORBI_3009G079000;SORBI_3009G098200;SORBI_3009G134600;SORBI_3009G136300;SORBI_3009G136400;SORBI_3009G215400;SORBI_3010G044500;SORBI_3010G044600;SORBI_3010G044900;SORBI_3010G083200;SORBI_3010G083300;SORBI_3010G083400;SORBI_3010G156000;SORBI_3010G179900;SORBI_3010G204000;SORBI_3010G259300;SORBI_3010G259500;SORBI_3010G259600","6.7044e-01;3.9581e-01;6.4566e-01;4.7975e-01;1.2154e-02;9.4584e-01;8.7519e-01;5.4161e-01;5.3419e-01;1.5088e-01;3.9766e-01;3.5451e-01;3.7116e-01;5.9337e-01;8.4944e-01;4.0582e-01;2.5836e-01;6.4915e-01;3.2494e-01;4.2068e-01;8.3869e-01;5.3835e-01;5.0685e-01;6.1920e-01;3.7578e-01;4.0722e-01;4.9424e-01;4.5207e-01;6.0779e-01;4.6201e-01;4.4691e-01;1.1600e-01;3.8130e-01;3.4660e-01;5.0530e-01;7.0985e-02;5.3582e-02;3.2252e-02;2.6405e-02;5.6860e-02;2.1453e-01;3.6167e-01;2.3941e-02;2.4472e-02;2.9718e-02;6.7794e-01;6.1172e-01;4.9326e-01;2.0053e-02;7.6624e-01;3.4577e-02;3.3807e-01;7.7315e-02;2.6163e-01;2.8493e-01;3.2114e-01;3.3929e-01;6.5321e-01;6.7443e-01;6.3301e-01;6.8850e-01;5.0284e-01;5.6673e-01;4.6250e-01;5.1119e-03;6.0894e-03;3.6230e-01;7.9235e-01;3.4095e-01;3.9587e-01;1.2356e-01;1.4669e-01;1.4703e-01;8.9493e-01;8.0876e-01;6.7686e-02;1.4341e-01;3.4963e-01;4.7552e-01;2.6778e-01;4.7702e-01;2.0650e-01;9.3641e-02;4.7454e-01;7.5798e-01;8.6603e-01;9.2122e-02;5.1469e-01;2.7917e-01;8.5799e-01;7.2620e-01;8.8361e-03;3.2351e-01;3.3746e-01;2.3972e-01;9.7099e-01;7.3915e-01;8.3839e-01;8.1128e-01;1.3455e-01;5.4079e-02;7.6975e-01;6.8247e-01;7.7395e-01",0.43581
"PWY-2981","diterpene phytoalexins precursors biosynthesis",6,"SORBI_3001G248600;SORBI_3001G338900;SORBI_3002G090900;SORBI_3005G161200;SORBI_3005G217500;SORBI_3006G010200","3.2839e-01;3.2395e-01;3.1262e-02;2.8153e-01;7.0082e-01;8.2086e-03",0.4373
"PWY4FS-3","phosphatidylcholine biosynthesis III",8,"SORBI_3001G219800;SORBI_3003G266500;SORBI_3003G266600;SORBI_3003G354500;SORBI_3004G212500;SORBI_3004G291700;SORBI_3009G120400;SORBI_3009G218900","8.2652e-01;5.8005e-02;1.2097e-01;4.2928e-01;6.6114e-01;4.2946e-02;3.3127e-01;1.5166e-05",0.44214
"PWY-5481","pyruvate fermentation to (<i>S</i>)-lactate",2,"SORBI_3004G004400;SORBI_3004G004500","4.3766e-01;2.6901e-01",0.44229
"GLUCOSE1PMETAB-PWY","glucose and glucose-1-phosphate degradation",13,"SORBI_3001G116500;SORBI_3001G131100;SORBI_3001G292000;SORBI_3002G068000;SORBI_3002G125800;SORBI_3002G155900;SORBI_3003G222500;SORBI_3003G280400;SORBI_3003G290200;SORBI_3005G123200;SORBI_3008G191400;SORBI_3010G007200;SORBI_3010G007300","7.6218e-01;2.0050e-01;3.1049e-01;4.9545e-01;1.5473e-01;8.1070e-01;7.3985e-01;3.2611e-01;5.0337e-01;1.2028e-01;7.5169e-01;4.1883e-01;7.8639e-01",0.44552
"GLYOXYLATE-BYPASS","glyoxylate cycle",17,"SORBI_3001G073900;SORBI_3001G219300;SORBI_3001G512800;SORBI_3002G309400;SORBI_3002G316900;SORBI_3002G324000;SORBI_3002G385700;SORBI_3003G238500;SORBI_3004G078000;SORBI_3004G101900;SORBI_3006G000100;SORBI_3006G127100;SORBI_3006G170800;SORBI_3007G068100;SORBI_3007G137600;SORBI_3008G186200;SORBI_3009G240700","3.1585e-01;4.1965e-01;5.4559e-01;5.6764e-01;9.5081e-02;2.3232e-02;1.6085e-01;5.7059e-01;8.6163e-01;3.4077e-01;2.9245e-02;6.6176e-01;9.0788e-01;6.1591e-01;2.9767e-01;9.3667e-02;1.8634e-07",0.44613
"PWY-6235","hydroxyjasmonate sulfate biosynthesis",3,"SORBI_3003G437300;SORBI_3004G280000;SORBI_3006G154200","2.5480e-01;6.0636e-01;4.1994e-01",0.45037
"PWY3O-4107","NAD salvage pathway V (PNC V cycle)",11,"SORBI_3001G021000;SORBI_3001G120500;SORBI_3002G112700;SORBI_3004G125700;SORBI_3004G208000;SORBI_3004G231600;SORBI_3004G342600;SORBI_3006G080900;SORBI_3006G123600;SORBI_3006G153600;SORBI_3008G058100","6.7524e-01;2.6392e-01;6.4571e-01;6.9732e-01;7.3387e-01;7.3047e-01;9.5144e-03;2.7458e-01;3.7859e-01;1.4402e-02;8.4404e-02",0.46106
"PYRIDNUCSYN-PWY","NAD <i>de novo</i> biosynthesis I (from aspartate)",5,"SORBI_3002G112700;SORBI_3002G291400;SORBI_3004G032400;SORBI_3004G342600;SORBI_3008G089500","6.4571e-01;7.1049e-01;4.3384e-01;9.5144e-03;3.6935e-01",0.46195
"PWY-4861","UDP-&alpha;-D-galacturonate biosynthesis I (from UDP-D-glucuronate)",5,"SORBI_3001G436100;SORBI_3002G256100;SORBI_3004G326900;SORBI_3007G196800;SORBI_3010G068001","6.0297e-02;3.0767e-01;6.7590e-01;4.4979e-01;4.4316e-01",0.46689
"PWY-7856","heme <i>a</i> biosynthesis",2,"SORBI_3001G489700;SORBI_3007G219800","7.3986e-01;7.8824e-02",0.46707
"PWY4FS-6","phosphatidylethanolamine biosynthesis II",9,"SORBI_3002G053600;SORBI_3002G214400;SORBI_3003G040700;SORBI_3003G277700;SORBI_3004G016400;SORBI_3005G017200;SORBI_3007G079400;SORBI_3009G211000;SORBI_3010G077100","9.0603e-01;1.7962e-01;6.6290e-01;4.2098e-01;9.5316e-01;5.1745e-01;4.4745e-01;3.9876e-05;5.1185e-01",0.46708
"PROUT-PWY","L-proline degradation",4,"SORBI_3001G304700;SORBI_3003G356000;SORBI_3009G160100;SORBI_3009G212600","6.6510e-01;5.4059e-01;4.6109e-02;5.5719e-03",0.46883
"PWY-3385","choline biosynthesis I",12,"SORBI_3001G219800;SORBI_3002G053600;SORBI_3002G214400;SORBI_3003G040700;SORBI_3003G266500;SORBI_3003G266600;SORBI_3003G277700;SORBI_3003G354500;SORBI_3004G291700;SORBI_3009G120400;SORBI_3009G211000;SORBI_3009G218900","8.2652e-01;9.0603e-01;1.7962e-01;6.6290e-01;5.8005e-02;1.2097e-01;4.2098e-01;4.2928e-01;4.2946e-02;3.3127e-01;3.9876e-05;1.5166e-05",0.47426
"PWY-5063","phytyl diphosphate biosynthesis",2,"SORBI_3003G122100;SORBI_3004G238500","5.4846e-02;3.6433e-01",0.47861
"DETOX1-PWY","superoxide radicals degradation",10,"SORBI_3001G371900;SORBI_3001G453800;SORBI_3001G517700;SORBI_3002G407900;SORBI_3004G011566;SORBI_3007G166600;SORBI_3009G093200;SORBI_3010G012900;SORBI_3010G033000;SORBI_3010G274500","1.8775e-01;9.5521e-01;7.6677e-03;2.0766e-01;9.7496e-01;2.9192e-03;5.9917e-01;1.0079e-01;9.2938e-01;9.0295e-01",0.47903
"PWY-6440","spermine and spermidine degradation II",2,"SORBI_3001G472000;SORBI_3007G073100","3.7707e-01;5.7080e-01",0.48078
"SULFMETII-PWY","assimilatory sulfate reduction II",5,"SORBI_3001G094300;SORBI_3002G314300;SORBI_3005G152550;SORBI_3006G008700;SORBI_3009G189400","3.7549e-01;6.7778e-01;3.9795e-01;5.8960e-01;2.4649e-02",0.48094
"PWY-5947","lutein biosynthesis",3,"SORBI_3001G308200;SORBI_3004G057900;SORBI_3004G346000","4.3404e-01;8.0537e-01;7.8934e-01",0.48145
"PWY-5987","sorgoleone biosynthesis",22,"SORBI_3002G045000;SORBI_3002G063800;SORBI_3002G310400;SORBI_3002G310500;SORBI_3004G175800;SORBI_3004G179000;SORBI_3004G260600;SORBI_3004G260800;SORBI_3005G002700;SORBI_3005G002800;SORBI_3005G134400;SORBI_3005G134700;SORBI_3005G134900;SORBI_3005G135800;SORBI_3005G164200;SORBI_3005G164300;SORBI_3007G170400;SORBI_3008G002800;SORBI_3008G003200;SORBI_3008G036800;SORBI_3009G037200;SORBI_3009G037300","2.0942e-01;1.4791e-01;1.9548e-01;2.4949e-01;3.9837e-03;8.4207e-03;7.3500e-02;6.0877e-02;4.8163e-01;3.5536e-01;2.6621e-01;2.7089e-01;7.1787e-01;9.0778e-01;2.0257e-02;3.1927e-02;5.2445e-01;7.3398e-01;2.3945e-01;5.1223e-01;4.7999e-01;5.3841e-01",0.48926
"PWY-2","putrescine degradation IV",2,"SORBI_3002G347300;SORBI_3004G243400","5.2078e-01;7.6541e-01",0.49314
"PWY-5997","&alpha;-linolenate biosynthesis I (plants and red algae)",2,"SORBI_3001G407600;SORBI_3002G430100","5.9644e-01;7.1939e-01",0.49469
"PWY-7590","(7Z,10Z,13Z)-hexadecatrienoate biosynthesis",2,"SORBI_3001G407600;SORBI_3002G430100","5.9644e-01;7.1939e-01",0.49469
"PWY-5863","superpathway of phylloquinol biosynthesis",8,"SORBI_3002G353300;SORBI_3003G111500;SORBI_3003G122100;SORBI_3003G270500;SORBI_3004G238500;SORBI_3004G287300;SORBI_3009G216800;SORBI_3009G246400","3.4560e-01;5.2736e-01;5.4846e-02;4.4473e-02;3.6433e-01;2.1917e-02;1.9152e-06;6.3153e-07",0.49755
"PWY0-1507","biotin biosynthesis from 8-amino-7-oxononanoate I",7,"SORBI_3001G465700;SORBI_3002G174900;SORBI_3002G213900;SORBI_3002G263100;SORBI_3004G126000;SORBI_3007G186000;SORBI_3010G073100","6.3032e-01;7.1364e-02;7.7417e-01;4.8425e-01;6.6624e-01;7.7195e-01;8.9520e-01",0.50027
"PWY-5125","anthocyanin biosynthesis",13,"SORBI_3002G070500;SORBI_3002G133150;SORBI_3002G311601;SORBI_3002G369600;SORBI_3003G345100;SORBI_3004G000700;SORBI_3005G033801;SORBI_3005G033900;SORBI_3005G072400;SORBI_3008G002600;SORBI_3008G035600;SORBI_3009G028200;SORBI_3010G070200","3.1375e-01;3.1289e-01;2.3922e-01;7.7257e-01;5.9175e-01;8.1973e-01;7.9150e-01;8.5338e-01;7.1173e-02;4.3580e-01;4.9788e-01;9.0857e-02;8.8924e-01",0.50106
"ASPARTATE-DEG1-PWY","L-aspartate degradation I",6,"SORBI_3003G303300;SORBI_3003G370800;SORBI_3004G104700;SORBI_3004G331700;SORBI_3007G167950;SORBI_3009G149400","3.0815e-01;6.6470e-01;9.3141e-01;1.9408e-01;4.9872e-01;7.0591e-01",0.50272
"ASPARTATESYN-PWY","L-aspartate biosynthesis",6,"SORBI_3003G303300;SORBI_3003G370800;SORBI_3004G104700;SORBI_3004G331700;SORBI_3007G167950;SORBI_3009G149400","3.0815e-01;6.6470e-01;9.3141e-01;1.9408e-01;4.9872e-01;7.0591e-01",0.50272
"PWY-3001","superpathway of L-isoleucine biosynthesis I",6,"SORBI_3003G303300;SORBI_3003G370800;SORBI_3004G104700;SORBI_3004G331700;SORBI_3007G167950;SORBI_3009G149400","3.0815e-01;6.6470e-01;9.3141e-01;1.9408e-01;4.9872e-01;7.0591e-01",0.50272
"THRESYN-PWY","superpathway of L-threonine biosynthesis",6,"SORBI_3003G303300;SORBI_3003G370800;SORBI_3004G104700;SORBI_3004G331700;SORBI_3007G167950;SORBI_3009G149400","3.0815e-01;6.6470e-01;9.3141e-01;1.9408e-01;4.9872e-01;7.0591e-01",0.50272
"PWY-6577","farnesylcysteine salvage pathway",5,"SORBI_3003G344800;SORBI_3005G003900;SORBI_3006G221850;SORBI_3006G281500;SORBI_3008G004100","9.3193e-02;7.5473e-01;5.8061e-01;6.9533e-01;7.3380e-01",0.5029
"PWY-7270","L-methionine salvage cycle II (plants)",7,"SORBI_3001G105900;SORBI_3003G033900;SORBI_3003G140000;SORBI_3003G151600;SORBI_3006G187900;SORBI_3009G033600;SORBI_3010G020800","8.1805e-01;5.6039e-01;4.1804e-01;2.3436e-02;4.0069e-01;1.3580e-02;5.3588e-01",0.50597
"PWY-6922","L-<i>N<sup>&delta;</sup></i>-acetylornithine biosynthesis",7,"SORBI_3001G156100;SORBI_3001G304700;SORBI_3001G501600;SORBI_3003G356000;SORBI_3006G004500;SORBI_3007G003800;SORBI_3009G160100","6.0344e-01;6.6510e-01;3.8720e-01;5.4059e-01;4.9245e-01;8.2983e-02;4.6109e-02",0.50726
"PWY-5120","geranylgeranyl diphosphate biosynthesis",6,"SORBI_3002G353300;SORBI_3003G111500;SORBI_3003G270500;SORBI_3004G287300;SORBI_3009G216800;SORBI_3009G246400","3.4560e-01;5.2736e-01;4.4473e-02;2.1917e-02;1.9152e-06;6.3153e-07",0.51324
"PWY-5121","superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)",6,"SORBI_3002G353300;SORBI_3003G111500;SORBI_3003G270500;SORBI_3004G287300;SORBI_3009G216800;SORBI_3009G246400","3.4560e-01;5.2736e-01;4.4473e-02;2.1917e-02;1.9152e-06;6.3153e-07",0.51324
"PWY-5910","superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)",6,"SORBI_3002G353300;SORBI_3003G111500;SORBI_3003G270500;SORBI_3004G287300;SORBI_3009G216800;SORBI_3009G246400","3.4560e-01;5.2736e-01;4.4473e-02;2.1917e-02;1.9152e-06;6.3153e-07",0.51324
"PWY-6012","acyl carrier protein metabolism",3,"SORBI_3001G537100;SORBI_3005G025300;SORBI_3006G125500","6.7322e-01;9.3966e-01;5.3397e-01",0.51388
"PWY-2781","<i>cis</i>-zeatin biosynthesis",4,"SORBI_3002G407800;SORBI_3003G442000;SORBI_3009G223100;SORBI_3010G277700","2.5518e-01;6.2668e-01;2.2340e-07;4.8062e-01",0.51493
"PWY-4041","&gamma;-glutamyl cycle",3,"SORBI_3001G322700;SORBI_3004G141000;SORBI_3006G097200","1.8164e-01;1.6745e-01;2.5148e-01",0.51921
"PWY-861","dhurrin biosynthesis",25,"SORBI_3001G012000;SORBI_3001G012200;SORBI_3001G012300;SORBI_3001G012400;SORBI_3001G018300;SORBI_3001G018600;SORBI_3001G044400;SORBI_3001G185900;SORBI_3001G187400;SORBI_3001G187500;SORBI_3001G187600;SORBI_3002G110100;SORBI_3002G110200;SORBI_3002G269900;SORBI_3003G328400;SORBI_3004G191000;SORBI_3005G157600;SORBI_3005G158000;SORBI_3005G158200;SORBI_3006G100900;SORBI_3007G090457;SORBI_3008G058500;SORBI_3009G150800;SORBI_3009G176600;SORBI_3010G172200","8.4560e-04;1.9125e-01;3.7946e-01;3.9510e-01;5.5241e-01;7.5148e-01;7.2476e-02;2.8386e-01;6.4175e-01;5.0581e-01;4.3631e-01;6.0723e-01;5.1579e-01;7.7360e-01;5.7670e-01;3.8103e-01;5.5956e-01;6.2777e-01;5.8936e-01;6.3301e-02;9.3094e-01;4.2410e-01;6.5360e-01;1.2567e-01;1.5937e-01",0.52161
"PWYQT-94","superpathway of polyamine biosynthesis",2,"SORBI_3004G166500;SORBI_3006G111700","6.9939e-01;3.9621e-01",0.52692
"PWY4FS-2","phosphatidylcholine biosynthesis II",13,"SORBI_3001G219800;SORBI_3001G282900;SORBI_3003G266500;SORBI_3003G266600;SORBI_3003G354500;SORBI_3004G016400;SORBI_3004G058200;SORBI_3004G291700;SORBI_3007G051200;SORBI_3009G120400;SORBI_3009G218900;SORBI_3010G077100;SORBI_3010G187100","8.2652e-01;4.4031e-01;5.8005e-02;1.2097e-01;4.2928e-01;9.5316e-01;7.8902e-01;4.2946e-02;1.7458e-01;3.3127e-01;1.5166e-05;5.1185e-01;7.8043e-01",0.52824
"PWY-5669","phosphatidylserine and phosphatidylethanolamine biosynthesis I",3,"SORBI_3003G095800;SORBI_3003G433750;SORBI_3009G225100","5.4470e-01;7.3717e-01;3.2776e-12",0.53526
"PWY-2301","<i>myo</i>-inositol biosynthesis",2,"SORBI_3001G261416;SORBI_3001G472800","6.9657e-01;5.9447e-01",0.53608
"PWY-7187","pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis II",17,"SORBI_3001G142000;SORBI_3001G230200;SORBI_3002G008500;SORBI_3002G303700;SORBI_3002G392800;SORBI_3003G030700;SORBI_3003G152900;SORBI_3003G326100;SORBI_3004G202900;SORBI_3005G115500;SORBI_3006G036700;SORBI_3006G038800;SORBI_3007G190200;SORBI_3007G194100;SORBI_3008G140100;SORBI_3008G140300;SORBI_3010G148866","2.5580e-01;3.9177e-01;2.1430e-01;7.8966e-01;7.4089e-01;8.3569e-01;3.7312e-01;4.4296e-01;5.2954e-01;8.0140e-01;3.9527e-01;3.7551e-03;1.3612e-01;8.1506e-01;1.9130e-01;3.3681e-01;3.4332e-01",0.53746
"BSUBPOLYAMSYN-PWY","spermidine biosynthesis I",7,"SORBI_3002G113800;SORBI_3002G206700;SORBI_3004G016000;SORBI_3004G113100;SORBI_3004G211900;SORBI_3006G135600;SORBI_3008G125801","2.8295e-02;5.9716e-02;6.8039e-01;2.6383e-01;6.4932e-01;8.3899e-01;9.0180e-01",0.54036
"PWY-6908","thiamine diphosphate biosynthesis IV (eukaryotes)",8,"SORBI_3002G169900;SORBI_3003G160500;SORBI_3003G209600;SORBI_3003G414600;SORBI_3004G070700;SORBI_3008G067100;SORBI_3009G114500;SORBI_3010G201700","2.5454e-01;6.8972e-01;9.0439e-01;2.8617e-01;5.4904e-01;3.8736e-01;4.8011e-02;6.0645e-01",0.54056
"PWY-5340","sulfate activation for sulfonation",7,"SORBI_3001G094300;SORBI_3001G129150;SORBI_3001G465900;SORBI_3002G348400;SORBI_3005G195600;SORBI_3006G008700;SORBI_3008G016850","3.7549e-01;4.4406e-01;5.1281e-01;3.1218e-01;5.3433e-01;5.8960e-01;4.7845e-01",0.54679
"ALANINE-DEG3-PWY","L-alanine degradation III",5,"SORBI_3001G260701;SORBI_3001G260800;SORBI_3002G006600;SORBI_3002G211300;SORBI_3002G375800","4.2796e-01;3.6615e-01;6.5857e-01;8.6420e-01;4.8865e-01",0.54718
"ALANINE-SYN2-PWY","L-alanine biosynthesis II",5,"SORBI_3001G260701;SORBI_3001G260800;SORBI_3002G006600;SORBI_3002G211300;SORBI_3002G375800","4.2796e-01;3.6615e-01;6.5857e-01;8.6420e-01;4.8865e-01",0.54718
"PWY-5691","urate conversion to allantoin I",2,"SORBI_3001G350400;SORBI_3003G366400","6.3754e-01;6.5235e-01",0.54845
"PWY-2261","ascorbate glutathione cycle",20,"SORBI_3001G410200;SORBI_3002G431100;SORBI_3003G250600;SORBI_3004G175500;SORBI_3005G002900;SORBI_3005G203900;SORBI_3005G204000;SORBI_3006G021100;SORBI_3006G084400;SORBI_3006G204000;SORBI_3007G177000;SORBI_3007G205600;SORBI_3008G003400;SORBI_3008G057900;SORBI_3008G117300;SORBI_3008G117600;SORBI_3008G117900;SORBI_3009G017732;SORBI_3009G017800;SORBI_3010G095200","1.8517e-01;1.5225e-01;8.0396e-01;5.1854e-01;3.3084e-01;6.6198e-01;7.0491e-01;4.3473e-01;2.2272e-01;7.8040e-02;4.8747e-01;4.5342e-01;8.7949e-01;4.7280e-01;3.0610e-01;1.6203e-01;5.0626e-01;9.4107e-01;8.0593e-01;4.3480e-01",0.54966
"PWY-5084","2-oxoglutarate decarboxylation to succinyl-CoA",8,"SORBI_3001G465400;SORBI_3003G152900;SORBI_3003G155300;SORBI_3005G044600;SORBI_3006G052500;SORBI_3006G052800;SORBI_3009G052200;SORBI_3009G054600","2.7040e-01;3.7312e-01;5.1937e-01;4.2707e-01;6.7772e-01;1.6265e-02;8.2254e-01;9.7106e-01",0.54981
"PWY-5188","tetrapyrrole biosynthesis I (from glutamate)",7,"SORBI_3001G202600;SORBI_3001G478600;SORBI_3004G054500;SORBI_3004G054600;SORBI_3006G234100;SORBI_3009G180800;SORBI_3010G255100","6.7134e-01;6.9943e-01;3.9906e-01;5.1065e-01;6.5319e-01;2.5126e-03;2.5465e-01",0.55106
